Close,High,Low,Open,Volume,normalized,Target
-1.7188184468768595,-1.7261286753735294,-1.7248089360087167,-1.7323367844506714,0.6214984658091377,0.6192732281241818,-1.7564510059435905
-1.754230472277669,-1.74087775354244,-1.7414974700479209,-1.727103588941113,1.2226810595114845,0.7716779738159852,-1.7133009967175465
-1.7111077365302088,-1.7189431453453752,-1.7249048130875215,-1.7307191978509653,1.345533001988522,0.9771599661539122,-1.7120627202789358
-1.7098702427590073,-1.7117577387540046,-1.705243074661377,-1.7124504122433926,0.6485980370555068,0.616544227540128,-1.70501401629656
-1.7028259939941517,-1.705139641109272,-1.6982417570595447,-1.6991295255593273,0.3051516042798426,0.43354679537613605,-1.6910117117942443
-1.6888325398155977,-1.6965359798329287,-1.6835673615345073,-1.6913271668318939,0.3687045767499078,0.5042439165741509,-1.697393687197558
-1.695210481415151,-1.7072195808402388,-1.6918156828566675,-1.6974167511783842,0.18517712545717777,0.43190949173154664,-1.70501401629656
-1.7028259939941517,-1.7101505382848807,-1.6989131293601014,-1.6977022612635315,0.039778140685501985,0.33061096740440765,-1.7121582100267598
-1.709965672151396,-1.715539787897003,-1.7025578731534206,-1.7099767795467153,0.049969503311508005,0.3553186889593358,-1.6839628532977131
-1.6817881366342495,-1.6949286248433477,-1.6966112027658886,-1.7041723741568267,0.3112216428821505,0.4613125894288308,-1.6804386171921413
-1.678266128064191,-1.6834887401404737,-1.6670707795456046,-1.6780062323587714,0.16745626139552205,0.4102577053228626,-1.6733895269243777
-1.6712214932581042,-1.6799903455136074,-1.6689887067639397,-1.680479895304834,0.04631255382569136,1.770460639203143,-1.6582445129883527
-1.6560860519089835,-1.6679833309835723,-1.657959252896904,-1.6570733032958216,0.7954979466728352,0.6827584221811842,-1.6775807233802442
-1.6754100406182038,-1.6755467037525458,-1.668029620539829,-1.6638286507837041,0.37620920097817095,0.4345657277300056,-1.6677697698479501
-1.665605288216242,-1.6761141269187998,-1.6634261177287264,-1.6698232481631594,-0.16254818698896575,0.25195176724881846,-1.6726277721399565
-1.6704602199498906,-1.6764923573812252,-1.6634261576692457,-1.662782209334558,-0.38723083170144185,0.136136300259185,-1.6633882892101335
-1.6612265769455814,-1.6681725270630403,-1.6551779704917562,-1.6591666793015194,0.2812031459690978,0.43792319198542695,-1.6832962019757283
-1.6811219066771932,-1.6814087445765062,-1.6699480737461578,-1.6684912498473106,0.1361773193082196,0.34497606988236623,-1.7036801728530477
-1.7014929936223153,-1.695684796110338,-1.6938295750267185,-1.6816216612280113,0.30316972009138415,0.3633357230308802,-1.6709130513042338
-1.6687465829239474,-1.682354052104824,-1.6731129422763793,-1.6840956385972985,1.7942597764238872,1.2910976985240212,-1.6894878159400144
-1.6873096071579394,-1.693321596168259,-1.6841430008577243,-1.6918982413800117,2.305444926204311,1.553234764016042,-1.7052045322497427
-1.7030163895294514,-1.703910543829289,-1.692103442773401,-1.692088414448019,0.638613984491055,0.5941260412281256,-1.677009330034851
-1.6748390084287974,-1.6878376768892613,-1.688075113197339,-1.7007469306584013,0.28862484617273926,0.46201921011514707,-1.662911922070099
-1.660750510899086,-1.6739397356065513,-1.6574797386631777,-1.670394310635136,-0.04221713486042765,0.33128817859516035,-1.6742471577420104
-1.6720785819999375,-1.676492446651045,-1.6616039193349015,-1.661450205158255,-0.5991017146098664,0.05194627623532631,-1.6814863004204916
-1.6793131490918467,-1.6898232264462056,-1.6734966682994685,-1.6786721656472134,0.15972774230078032,0.40921306173475264,-1.6776762131280682
-1.6755054700105925,-1.688026917110806,-1.6737844662759527,-1.686284271142805,-0.5285084924494194,0.1113277576641255,-1.6816768163736746
-1.6795035446271462,-1.6804632148890366,-1.6669747745139596,-1.6690621091844737,-0.7397159831608705,-0.0055247433563116065,-1.66605528078346
-1.6638918828150377,-1.6751687679831646,-1.662083380937219,-1.6696330610516752,-0.2303551619221238,1.944237275796878,-1.6668172673391137
-1.66465338774799,-1.6691178041814938,-1.650286338953035,-1.6566925962133607,-0.7827701367444533,-0.007332263830597148,-1.6659598682927135
-1.6637965306308955,-1.6737504340090836,-1.66035684687165,-1.6680153912805484,-0.5016742780818397,0.10682821165993658,-1.6533865106963463
-1.651231120175335,-1.6642014585715321,-1.6440521841012958,-1.6527914702370463,-0.10179804655111377,0.2982808457935441,-1.6538626460651484
-1.6517069545970915,-1.660797654731566,-1.6400237873378867,-1.6539331344420114,-0.8123242591196246,-0.005177844327857182,-1.6592197290779824
-1.6570606516016386,-1.6632466841489801,-1.6499608623338078,-1.6488842155546801,-0.5163518304398793,0.07998322153259586,-1.6376004175309984
-1.6354550047986733,-1.6486244905192062,-1.6443742600996372,-1.6580576123096906,0.10188823512714973,0.36642661602925575,-1.6226772859216325
-1.6205413055328377,-1.6322931776288996,-1.6159596771192908,-1.6279572421798354,-0.005912996881050632,0.3266600173180986,-1.6167464145940018
-1.6146141828832499,-1.6229881578728562,-1.6020895582600088,-1.6116171513613176,-0.33865393807805433,0.17509195212538015,-1.6093805703083754
-1.6072529942674594,-1.61292362268292,-1.6029565399608334,-1.6163950288265119,-0.5222394361880195,0.07875442163964047,-1.6111982748284421
-1.6090695498856793,-1.621279258442004,-1.605749969028246,-1.6122862326784766,-0.5263524678092555,1.971389875264649,-1.612537449010304
-1.6104078776265083,-1.616341863294039,-1.5975626127165659,-1.6089417078266857,0.10360476243681876,0.3605442975703661,-1.6077543088264217
-1.6056277606834946,-1.6150124680543585,-1.5981404726397,-1.600819320776487,-0.35933518981870444,0.14732460947703985,-1.6103370901852432
-1.6082089095645173,-1.6128285819094188,-1.6065202754877508,-1.5995770924340162,-0.10170683012402991,0.2067080330074087,-1.6156942504551548
-1.6135626837773107,-1.6209943404705247,-1.602378615846929,-1.606935018818848,-0.68795480699201,0.020553362318861658,-1.6152157201169495
-1.6130844558999198,-1.6184304723650393,-1.600452039004948,-1.6105659353060806,-0.8414720537741495,-0.03585831548726008,-1.628225734715502
-1.6260862473633932,-1.6289700147688233,-1.6154781641927416,-1.615057267556657,-0.2069374173689578,1.9605288354775408,-1.6270778490575986
-1.6249390872403267,-1.6369458544821072,-1.6257845062375604,-1.6364619352055274,-0.41595571383039615,0.13623661343081853,-1.6048845174245854
-1.6027597831675817,-1.6156771642857548,-1.6047865820673373,-1.618975096272645,-0.11135918658999493,0.26903432516731995,-1.5973271528437682
-1.5952071953092903,-1.605802265262968,-1.5887009288174727,-1.6014880972070522,-0.1411206190267204,0.25710277331031617,-1.5889091444192949
-1.5867945075875607,-1.5962124673287945,-1.577816849320926,-1.5889703328021165,0.6367979483518399,0.6096420038197807,-1.588048423318561
-1.5859343305158764,-1.5943137001977072,-1.5725193897070575,-1.5850526759832713,0.24287566178895148,0.4294943185011548,-1.575421063025002
-1.573314951496174,-1.574848983877901,-1.570015016869108,-1.5774081161355462,2.226227605483208,1.3558458517217018,-1.5595415660529235
-1.5574454913497728,-1.5714309234717603,-1.5559522977370028,-1.5694770387464283,0.2797105135259073,0.4396897297710792,-1.5587760256717034
-1.556680434837492,-1.563549882812288,-1.5468979963455027,-1.5511300005765911,0.8088570070393899,0.642775469113812,-1.5600197101057411
-1.5579233331859323,-1.5606065300754113,-1.5495950051561238,-1.557818966553156,0.023118704139003944,0.2746644704397636,-1.5341913557179816
-1.5321113039179792,-1.540952084459022,-1.545934899779727,-1.560207917012707,0.1674977234078329,0.32208515279941663,-1.5645156857324536
-1.5624164670775638,-1.5526308193810774,-1.546416405702497,-1.5376565604097754,0.4801295886340761,0.3798908299189161,-1.5586805359238796
-1.5565850054451036,-1.5676328933074382,-1.5533516337096454,-1.5657503007430322,-0.06363641042021084,0.2719744879645016,-1.556288888574861
-1.5541948697653503,-1.5609863434642408,-1.5482465337051843,-1.5460655109430017,-0.14402295988847963,0.19768262509429652,-1.5671942658674094
-1.5650933541839605,-1.5657338105587018,-1.5610571649808473,-1.5531367389642412,-0.42300425592324,0.057688741986844774,-1.565663571390357
-1.5635636272006304,-1.571715495879266,-1.555181526649012,-1.557341078175602,-0.787753870624217,-0.03221056362266156,-1.5560018785318461
-1.5539080411304607,-1.56468931787627,-1.5471869638804843,-1.5513210994298818,-0.2018956366719589,0.20290818648591716,-1.5456705985824044
-1.5435832911898764,-1.5571883257667771,-1.5362064542833267,-1.5429121726509625,-0.4183853877518117,0.12696665842564725,-1.5440442598433732
-1.541957980397665,-1.553675124684255,-1.532160962934606,-1.5418609934587961,-0.8037167453638928,-0.022413409878014857,-1.5365827712957676
