,date,Close,High,Low,Open,Volume,normalized
0,2019-01-02,95.11981964111328,95.7124345886197,93.06917456384244,93.64297941413524,35329300,0.7500152483291022
1,2019-01-03,91.62055206298828,94.24500196167683,91.43241520948595,94.16033858342901,42579100,0.7780797336231715
2,2019-01-04,95.88175964355469,96.4273457908274,93.05977123906669,93.80289571345104,44060600,0.8159180983406684
3,2019-01-07,96.00404357910156,97.14224471191753,94.98813320401231,95.60896692341754,35656100,0.7495127180672587
4,2019-01-08,96.70012664794922,97.80070026425463,95.67480059197456,96.92588368231493,31514400,0.7158147599065305
5,2019-01-09,98.08290100097656,98.65670584802626,97.11401952448887,97.6972330084358,32280800,0.7288332411171287
6,2019-01-10,97.4526596069336,97.59376045497703,96.30504990198824,97.09521034501915,30067600,0.715513259557267
7,2019-01-11,96.70012664794922,97.30215019071561,95.60895449125594,97.06698452005102,28314200,0.6968597003561717
8,2019-01-14,95.99461364746094,96.76595663170136,95.25148939073038,95.85351283322605,28437100,0.7014094897021707
9,2019-01-15,98.77899932861328,98.81662670055537,95.83472027015948,96.42734240738814,31587600,0.7209276762749341
10,2019-01-16,99.12702941894531,99.95481716027153,98.73195282059595,99.01415449180928,29853900,0.7115262036522911
11,2019-01-17,99.82315063476562,100.30288355185158,98.54384850249284,98.76960559151496,28393000,0.962
12,2019-01-18,101.31877136230469,101.49749955915503,99.62558292853085,101.08360570400113,37427600,0.7617056933143708
13,2019-01-22,99.40925598144531,100.74499558271549,98.6379126872355,100.41576500165431,32371300,0.7160023906258433
14,2019-01-23,100.37812042236328,100.68854084989029,99.08940988112788,99.82313284892457,25874300,0.6823750466402441
15,2019-01-24,99.89837646484375,100.65090950000453,99.08940596388634,100.51921729535442,23164800,0.6610482732815641
16,2019-01-25,100.81080627441406,101.47867584036247,99.89836242989617,100.87665236748825,31225600,0.7166206489733371
17,2019-01-28,98.84483337402344,100.1617625245517,98.44975678187092,99.95481559246615,29476700,0.6995049539892556
18,2019-01-29,96.83184814453125,98.74139281976424,96.10753364080838,98.65672942083415,31490500,0.7028857818857349
19,2019-01-30,100.06771087646484,100.06771087646484,98.13935635005471,98.41214943633173,49471900,0.8737279836783023
20,2019-01-31,98.23339080810547,98.97651508701934,97.05756261552385,97.6407759826512,55636400,0.9219990646484992
21,2019-02-01,96.68131256103516,97.92298705599028,96.27682730709668,97.62197527468864,35535700,0.7453845338875797
22,2019-02-04,99.46568298339844,99.52212763184161,96.67191330449832,96.76598532634104,31315100,0.7210577965396909
23,2019-02-05,100.85784912109375,100.90487794694762,99.67261218860573,99.76667701699986,27325400,0.6969844050260794
24,2019-02-06,99.73845672607422,100.65090061826663,99.26812541477392,100.65090061826663,20609800,0.6455451491472085
25,2019-02-07,99.02356719970703,99.32457900074046,98.10172169884292,98.94831963196425,29760700,0.7113338383523592
26,2019-02-08,99.39982604980469,99.50329952121363,98.07349537116976,98.19577893888629,21461100,0.65647991830242
27,2019-02-11,99.00475311279297,100.25583627595812,98.74136869458707,99.89837984266113,18914100,0.6349621809014143
28,2019-02-12,100.54743194580078,100.78259761265441,99.22110131662338,99.84193494523991,25056600,0.994
29,2019-02-13,100.47218322753906,101.38462721784958,100.37811839050116,101.12124280346862,18394900,0.6346293360707691
